day,current_norm,temperature_norm,friction_torque_norm,speed_rpm_norm,HI_raw,HI_smooth,HI_derivative
0,0.00046638683456591556,0.0,0.0,0.0,0.0,0.009119648907139875,0.0016993828464911577
20,0.0,0.0,0.0029153569276372526,0.0,0.0008166113693329757,0.010819031753631032,0.0013478231793940063
40,0.007129055899793457,0.008333333333333304,0.00586328767569505,0.0,0.006954262179880322,0.011815295265927887,0.001227897089376622
60,0.01472449863415283,0.01666666666666705,0.008827505333963093,0.0,0.013252779921894442,0.013274825932384276,0.0013409311270559249
80,0.008328336331534403,0.008333333333333304,0.011808009902441408,0.0,0.009336064804547572,0.014497157520039737,0.0012064740951319838
100,0.011326537410886794,0.008333333333333304,0.014804801381129981,0.0,0.011334499465479153,0.015687774122648244,0.0013352472802641638
120,0.02405223532547139,0.02499999999999991,0.017834166680239086,0.0,0.02214332460884466,0.017167652080568065,0.0012136187788925994
140,0.022719701512425874,0.02499999999999991,0.020879818889558463,0.0,0.022714711679069133,0.018115011680433443,0.0017477071002170996
160,0.019188486907855296,0.01666666666666705,0.023958044919298357,0.0,0.019785403364302734,0.020663066281002264,0.0027691452905188527
180,0.02765007662069424,0.02499999999999991,0.027036270949038252,0.0,0.026410601930491773,0.023653302261471148,0.0028191455633510467
200,0.025451395829169166,0.02499999999999991,0.030163357709408936,0.0,0.026720473396594335,0.026301357407704357,0.00268425486159311
220,0.02851622359917383,0.02499999999999991,0.033290444469779634,0.0,0.02878455675134184,0.029021811984657368,0.002861447888624054
240,0.03544539942701044,0.033333333333333215,0.03645010505057085,0.0,0.034926187575605894,0.032024253184952466,0.0029777705218664383
260,0.02711706309547604,0.02499999999999991,0.039626052541572324,0.0,0.030430686478683355,0.034977353028390244,0.00302736563956393
280,0.03131454460656939,0.033333333333333215,0.04281828694278407,0.0,0.03567276440796352,0.038078984464080326,0.0029545262631584662
300,0.04077553467919248,0.04166666666666652,0.04604309516441635,0.0,0.04267991509589736,0.04088640555470718,0.00311030711975838
320,0.041575054967019784,0.04166666666666652,0.0492841902962589,0.0,0.04402703422714521,0.044299598703597086,0.003063943992190947
340,0.05190219201812245,0.050000000000000266,0.052557859248521965,0.0,0.051339143999236614,0.04701429353908907,0.002940543785537788
360,0.04870411086681324,0.050000000000000266,0.05584781511099529,0.0,0.05137024160867898,0.05018068627467266,0.003315510424854895
380,0.04930375108268373,0.050000000000000266,0.059170344793889135,0.0,0.052677897273608054,0.05364531438879886,0.003247929070963742
400,0.06795922446532081,0.06666666666666643,0.06250916138699328,0.0,0.06556616470850585,0.056676544416600146,0.0034715065004685235
420,0.06229595575987741,0.05833333333333357,0.06586426489030764,0.0,0.06201860694784489,0.06058832738973591,0.003746825691784899
440,0.06722633086814579,0.06666666666666643,0.06925194221404257,0.0,0.06757010744876168,0.06417019580016994,0.0035349925182250677
460,0.06269571590379107,0.05833333333333357,0.07265590644798775,0.0,0.06441632962737942,0.06765831242618604,0.0035048781458581826
480,0.07082417216336866,0.06666666666666643,0.07609244450235345,0.0,0.07104997169476457,0.07117995209188631,0.003700893002244847
500,0.07775334799120527,0.07499999999999973,0.07954526946692941,0.0,0.07728935034910867,0.07506009843067574,0.0037477038347597524
520,0.07448864014924379,0.07499999999999973,0.08303066825192593,0.0,0.077363407964824,0.07867535976140581,0.0035890045656028144
540,0.08614831101339197,0.08333333333333348,0.08653235394713268,0.0,0.0851956481025839,0.08223810756188137,0.0035081354188809255
560,0.0844826437470851,0.08333333333333348,0.09006661346275999,0.0,0.08581892215404013,0.08569163059916766,0.0034395498106130906
580,0.08967952561796257,0.09166666666666679,0.09361715988859753,0.0,0.09151354786012267,0.08911720718310755,0.0035057815717257357
600,0.09154507295622628,0.09166666666666679,0.0972002801348556,0.0,0.09332998954694888,0.09270319374261914,0.003551394205756661
620,0.10826837230994739,0.10833333333333295,0.10079968729132396,0.0,0.10566119274228858,0.09621999559462087,0.003508979028015613
640,0.10193883669798122,0.10000000000000009,0.10443166826821282,0.0,0.10198390023890003,0.09972115179865036,0.0035649012255873982
660,0.10000666266906523,0.10000000000000009,0.10807993615531197,0.0,0.10255636648026606,0.10334979804579567,0.003851111812766539
680,0.11373176094343394,0.1166666666666667,0.11176077786283165,0.0,0.11391548723051398,0.10742337542418344,0.0038493357899469505
700,0.10653607835298819,0.10833333333333295,0.11547419339077183,0.0,0.10997667912300324,0.11104846962568957,0.003776978909039927
720,0.11786261576387501,0.1166666666666667,0.1192038958289223,0.0,0.11777391928192377,0.1149773332422633,0.003807118564299501
740,0.11006729295755881,0.10833333333333295,0.12296617208749328,0.0,0.11365155555540352,0.11866270675428857,0.0036398724954875145
760,0.11719634885735226,0.1166666666666667,0.12674473525627453,0.0,0.12006615855117758,0.12225707823323832,0.00339570122179373
780,0.12912252648410955,0.125,0.13055587224547632,0.0,0.12809039780914305,0.12545410919787603,0.003439516558098661
800,0.13585182223998937,0.1333333333333333,0.1343995830550986,0.0,0.1343934912622528,0.12913611134943564,0.004052279598461314
820,0.13665134252781663,0.1333333333333333,0.1382595807749312,0.0,0.13594696692366948,0.13355866839479866,0.004068338417540854
840,0.13904990339129858,0.14166666666666705,0.14215215231518427,0.0,0.1408230127860723,0.13727278818451735,0.0037193735475359313
860,0.1419814777799987,0.14166666666666705,0.14607729767585792,0.0,0.14310877702847685,0.14099741548987052,0.0038745207710536855
880,0.13964954360716902,0.14166666666666705,0.15003501685695206,0.0,0.14365119025224532,0.14502182972662472,0.004225855520159014
900,0.14764474648544207,0.1499999999999999,0.15400902294825647,0.0,0.15041962624721647,0.14944912653018855,0.004278782221520824
920,0.15297488173762414,0.1499999999999999,0.15801560285998145,0.0,0.15353193036073456,0.15357939416966637,0.004124612734512201
940,0.16510093943633825,0.16666666666666652,0.16203846968191665,0.0,0.1644721651153483,0.15769835199921295,0.004120440314724597
960,0.16536744619894733,0.16666666666666652,0.1660939103242724,0.0,0.16591316428657574,0.16182027479911557,0.004260907602820302
980,0.15823839029915382,0.15833333333333321,0.17018192478704866,0.0,0.1621214613979476,0.16622016720485355,0.004115849480868544
1000,0.17342927576787265,0.17500000000000027,0.17430251307024544,0.0,0.17411571859648256,0.17005197376085265,0.003986458281795405
1020,0.17382903591178628,0.17500000000000027,0.17845567517386277,0.0,0.17563371080529733,0.17419308376844436,0.0043649504488841445
1040,0.17642747684722504,0.17500000000000027,0.18262512418769036,0.0,0.17788990550386694,0.17878187465862094,0.004591260362811225
1060,0.1874875074955027,0.18333333333333357,0.1868271470219385,0.0,0.1857558074227949,0.1833756044940668,0.004396240509853766
1080,0.19395029648877343,0.19166666666666643,0.19106174367660714,0.0,0.1921004104608899,0.18757435567832847,0.004031591450050109
1100,0.19768139116530087,0.19999999999999973,0.19532891415169626,0.0,0.19754546060400102,0.19143878739416703,0.0038607507857861406
1120,0.19248450929442334,0.19166666666666643,0.19962865844720598,0.0,0.1944683045700598,0.19529585724990076,0.004193828270937575
1140,0.19968019188486913,0.19999999999999973,0.20394468965292598,0.0,0.20108431713476063,0.19982644393604218,0.004436386940065165
1160,0.20740888800053303,0.20833333333333348,0.20830958158927673,0.0,0.20789426271471745,0.2041686311300311,0.004530340684563011
1180,0.21520421080684926,0.21666666666666679,0.2126907604358377,0.0,0.21473184394345887,0.2088871253051682,0.004657115024693306
1200,0.2118728762742355,0.20833333333333348,0.21710451310281928,0.0,0.21231444694039758,0.2134828611794177,0.004593041931653635
1220,0.2178692784329403,0.21666666666666679,0.22155083959022134,0.0,0.21857420913708828,0.21807320916847547,0.004433691762494446
1240,0.21740289159837434,0.21666666666666679,0.22602973989804395,0.0,0.21991214226684777,0.2223502447044066,0.0041306888729086
1260,0.22146711972816313,0.2250000000000001,0.23054121402628705,0.0,0.2255496750039271,0.22633458691429267,0.004370269312746311
1280,0.2366580051968819,0.23333333333333295,0.23508526197495075,0.0,0.23490633931232777,0.2310907833298992,0.004906072614386983
1300,0.24412019454993672,0.2416666666666667,0.23964559683382466,0.0,0.24169262925721663,0.23614673214306664,0.004727883348951967
1320,0.24112199347058433,0.2416666666666667,0.24425479242332934,0.0,0.2422302077433597,0.24054655002780315,0.004571106253947951
1340,0.2515157572123393,0.25,0.24889656183325462,0.0,0.2500206792696045,0.24528894465096254,0.004480457575246816
1360,0.25271503764408026,0.25,0.25357090506360036,0.0,0.2519789079639252,0.24950746517829678,0.004627833775538701
1380,0.2520487707375575,0.25,0.2582778221143667,0.0,0.25332625154240596,0.25454461220203994,0.005060024412432154
1400,0.26217602771670334,0.2583333333333333,0.26300102607534326,0.0,0.2610550543885517,0.2596275140031611,0.004975009107079487
1420,0.2731694316743288,0.2749999999999999,0.26777309076695055,0.0,0.27186760051910436,0.2644946304161989,0.004776588602777326
1440,0.2695715903791059,0.26666666666666705,0.2725777292789785,0.0,0.2694917131010286,0.26918069120871574,0.004332406730096494
1460,0.2829635552002132,0.2833333333333332,0.2774149416114269,0.0,0.2811253686676902,0.2731594438763919,0.004390638990035833
1480,0.2655073622493171,0.26666666666666705,0.2822847277642958,0.0,0.2713737343230772,0.2779619691887874,0.0047819792609804235
1500,0.2887600772869612,0.2916666666666665,0.2871870877375853,0.0,0.2890942674694927,0.28272340239835275,0.004984463340588385
1520,0.28975947764674537,0.2916666666666665,0.2921220215312953,0.0,0.29107276748254357,0.2879308958699642,0.0051562126736810765
1540,0.2926244253447932,0.2916666666666665,0.29710581605563613,0.0,0.2936893047864566,0.2930358277457149,0.004934776645329236
1560,0.2997534812445866,0.30000000000000027,0.3021058974901871,0.0,0.3005111904075638,0.29780044916062265,0.004622028757604341
1580,0.29369045239522956,0.2916666666666665,0.30715483965536894,0.0,0.2973951666046827,0.3022798852609236,0.004879620716528449
1600,0.30814844426677335,0.30833333333333357,0.3122363556409713,0.0,0.30946556211689635,0.30755969059367955,0.005053150080427032
1620,0.31634352721700315,0.31666666666666643,0.3173504454469943,0.0,0.31668074420351944,0.31238618542177765,0.0052482855588639465
1640,0.3274701845559332,0.32499999999999973,0.32249710907343765,0.0,0.32488381656648535,0.31805626171140744,0.00533089095160405
1660,0.32200679592244663,0.32499999999999973,0.3276926334305119,0.0,0.3247952978029167,0.32304796732498575,0.005024082255538825
1680,0.32567126390832174,0.32499999999999973,0.3329207316080066,0.0,0.3277597541972601,0.3281044262224851,0.005347397475631094
1700,0.33253381304550605,0.3333333333333335,0.33818140360592197,0.0,0.33457970592331726,0.33374276227624794,0.005320756830275525
1720,0.3453927643413952,0.3416666666666668,0.34347464942425776,0.0,0.34340898775961143,0.33874593988303614,0.0053702483464525
1740,0.34759144513292034,0.3500000000000001,0.3488004690630141,0.0,0.3486962962610641,0.34448325896915294,0.005534049979132122
1760,0.3483909654207476,0.3500000000000001,0.35417514943240114,0.0,0.35075480237789386,0.3498140398413004,0.005139601359509555
1780,0.35931774268772076,0.35833333333333295,0.35958240362220883,0.0,0.3589781460595898,0.35476246168817205,0.005100853852887138
1800,0.36251582383902997,0.35833333333333295,0.36503851854264735,0.0,0.36186319204753326,0.36001574754707466,0.0053903442229702725
1820,0.3726430808181758,0.375,0.3705272072835063,0.0,0.37262600953913744,0.3655431501341126,0.005641768512287204
1840,0.3692451195949098,0.3666666666666667,0.3760484698447858,0.0,0.37055567690259794,0.37129928457164907,0.005634742739636711
1860,0.37684056232926916,0.375,0.38160230622648583,0.0,0.37771763381031825,0.376812635613386,0.005262094178659721
1880,0.3820374442001466,0.3833333333333333,0.3872050033388166,0.0,0.3840964943269606,0.3818234729289685,0.00522373456025188
1900,0.38197081750949435,0.3833333333333333,0.39285656118177814,0.0,0.38595865005972185,0.3872601047338898,0.0055090485025612035
1920,0.3970284495969086,0.3999999999999999,0.39854069284516036,0.0,0.3984298185911226,0.3928415699340909,0.005500031488077428
1940,0.4025584649210474,0.3999999999999999,0.404257398328963,0.0,0.40217893402144805,0.39826016771004463,0.005598187199952587
1960,0.4069558265040976,0.4083333333333332,0.4100229645433965,0.0,0.408345636322771,0.4040379443339961,0.005672633681252259
1980,0.4114198147778001,0.4083333333333332,0.4158211045782505,0.0,0.4117666205076337,0.40960543507254915,0.006078989975073251
2000,0.41095342794323414,0.4083333333333332,0.4216681053437352,0.0,0.4135607101777664,0.4161959242841426,0.0062726987770787
2020,0.4221467119728164,0.42500000000000027,0.4275476799296405,0.0,0.4248091415299623,0.42215083262670655,0.005978544240762024
2040,0.42847624758478253,0.42500000000000027,0.4334761152461766,0.0,0.42889531518070934,0.42815301276566664,0.006161344379984585
2060,0.43200746218935315,0.43333333333333357,0.4394371243831332,0.0,0.43483851492294157,0.4344735213866757,0.005808504635819944
2080,0.4414018255713239,0.44166666666666643,0.44544699425072065,0.0,0.44275206478285456,0.43977002203730653,0.005631233290161158
2100,0.4504630555000334,0.44999999999999973,0.4515057248489389,0.0,0.45057087987887956,0.44573598796699804,0.006001497478129059
2120,0.46445466053701123,0.4666666666666668,0.4575970292675776,0.0,0.46282252586490646,0.45177301699356465,0.006417952124463527
2140,0.4614564594576588,0.4583333333333335,0.46372090750663686,0.0,0.46108635060621317,0.4585718922159251,0.0066203671363911365
2160,0.468052501832234,0.4666666666666668,0.4699099333865372,0.0,0.46812701627240205,0.4650137512663469,0.006423657595214544
2180,0.4724498634152843,0.4750000000000001,0.47613153308685807,0.0,0.47444577075384947,0.4714192074063542,0.006393792975701529
2200,0.46891864881071366,0.4666666666666668,0.48240199351780977,0.0,0.4725808276999537,0.47780133721775,0.006254570443888857
2220,0.4853088147111734,0.48333333333333295,0.4887050277691819,0.0,0.48570245703712933,0.4839283482941319,0.006347028444274899
2240,0.4921047371577054,0.4916666666666667,0.49505692275118485,0.0,0.49286404269470374,0.4904953941062998,0.0065210878397351235
2260,0.5112932240655608,0.5083333333333333,0.5014576784638186,0.0,0.5069508736206795,0.49697052397360214,0.006299388799595601
2280,0.5035645279498968,0.5,0.5079072949070832,0.0,0.5037467368836727,0.503094171705491,0.006238578222539953
2300,0.5126257578786062,0.516666666666667,0.5143894851707683,0.0,0.5144855274900628,0.509447680418682,0.006609213031802397
2320,0.5173562529149178,0.516666666666667,0.5209368230752944,0.0,0.5182451325402512,0.5163125977690958,0.0065258914226550835
2340,0.517889266440136,0.516666666666667,0.5275167348002411,0.0,0.5206166699922885,0.5224994632639922,0.006741964848707982
2360,0.5368112465853822,0.5333333333333332,0.5341455072558184,0.0,0.5346907061532049,0.5297965274665117,0.007294512403270725
2380,0.5414084882403891,0.5416666666666665,0.5408068535318165,0.0,0.5412226980211131,0.5370884880705337,0.0069015808026663406
2400,0.5483376640682258,0.5500000000000003,0.5475333474486554,0.0,0.5485535941113504,0.5435996890718444,0.006302346057040775
2420,0.5460057298953962,0.5500000000000003,0.5543087020961253,0.0,0.5500354725908876,0.5496931801846152,0.006518613427200948
2440,0.5651275901125993,0.5666666666666664,0.5611166305640156,0.0,0.5642358591781937,0.5566369159262463,0.006692332470509765
2460,0.557065760543674,0.5583333333333336,0.5679897066727471,0.0,0.5610618876824012,0.5630778451256347,0.006510656219129607
2480,0.57452195349457,0.5749999999999997,0.574895356601899,0.0,0.5747397265352262,0.5696582283645055,0.006969413447447836
2500,0.5900459724165502,0.5916666666666668,0.5818498672616818,0.0,0.5877899054934358,0.5770166720205304,0.006957948235235822
2520,0.5800519688187089,0.5833333333333335,0.5888695255623057,0.0,0.5840208567130538,0.5835741248349772,0.006795093813211361
2540,0.5893797055100274,0.5916666666666668,0.5959217576833499,0.0,0.592259749199471,0.5906068596469531,0.0068591616632898145
2560,0.6000399760143915,0.6000000000000001,0.6030228505350249,0.0,0.6009590372665079,0.5972924481615568,0.007165025665000491
2580,0.6039709507628758,0.6000000000000001,0.6101890910275412,0.0,0.6046585362815012,0.6049369109769541,0.007068980828424276
2600,0.6055699913385303,0.608333333333333,0.6173879053404778,0.0,0.6103704978844418,0.6114304098184054,0.0070144800643228145
2620,0.6214271437137718,0.625,0.6246518672942556,0.0,0.6236348811766372,0.6189658711055998,0.007399549064139754
2640,0.6226930508361651,0.625,0.6319646899786641,0.0,0.6264950455554581,0.6262295079466849,0.006850840614921694
2660,0.6382170697581452,0.641666666666667,0.6393263733937035,0.0,0.6396809853887787,0.6326675523354431,0.007047247367509224
2680,0.6382170697581452,0.641666666666667,0.6467369175393737,0.0,0.6421518333158001,0.6403240026817033,0.0077151395620944085
2700,0.6588047171696982,0.6583333333333332,0.6541963224156746,0.0,0.657057952006451,0.648097831459632,0.007365191712619179
2720,0.6538743420614299,0.6499999999999999,0.6617208749328165,0.0,0.6551448429585107,0.6550543861069417,0.007423996810643707
2740,0.6638683456592712,0.6666666666666665,0.6692942881805892,0.0,0.6665583457031228,0.6629458250809194,0.007980457781192607
2760,0.6775268172429876,0.6750000000000003,0.6769165621589928,0.0,0.676430642310416,0.6710153016693269,0.007918884429930717
2780,0.6743287360916784,0.6750000000000003,0.6845876968680272,0.0,0.6779225269360536,0.6787835939407808,0.007729631099431977
2800,0.6897861283230063,0.6916666666666664,0.6923239792179026,0.0,0.6912111615606957,0.6864745638681908,0.007407827655396715
2820,0.7033113465254183,0.6999999999999997,0.7001091222984087,0.0,0.7010933520904727,0.6935992492515742,0.007645649339334981
2840,0.6955826504097543,0.6916666666666664,0.7079431261095458,0.0,0.6983508023288436,0.7017658625468608,0.007815657183448288
2860,0.7130388433606504,0.7166666666666668,0.7158422775615237,0.0,0.7151386819171894,0.7092305636184708,0.007826151440148976
2880,0.7213671796921848,0.7250000000000001,0.7237902897441326,0.0,0.7233431701221462,0.7174181654271587,0.008083993151926983
2900,0.7321607035778533,0.733333333333333,0.7318034495675826,0.0,0.7323909729769924,0.7253985499223248,0.007862207777186991
2920,0.7294290092611101,0.733333333333333,0.7398654701216631,0.0,0.7341686245391986,0.7331425809815327,0.008049451363957405
2940,0.7370910786861218,0.733333333333333,0.7479763514063748,0.0,0.7394265807561473,0.7414974526502396,0.008185634358061578
2960,0.7550802851622361,0.7583333333333333,0.7561523803319272,0.0,0.7564844194498113,0.7495138496976559,0.007902978589533094
2980,0.762076087680725,0.7583333333333333,0.7643935568983208,0.0,0.7615637670089922,0.7573034098293058,0.008554682102361377
3000,0.770071290558998,0.766666666666667,0.7726835941953452,0.0,0.769771268280141,0.7666232139023786,0.008839064865960644
3020,0.7789326404157507,0.7749999999999999,0.7810224922230004,0.0,0.7782837286354468,0.7749815395612271,0.008168064065986635
3040,0.7818642148044508,0.7833333333333332,0.7894428248017069,0.0,0.7848470771393271,0.7829593420343519,0.008180321086573128
3060,0.7951895529349059,0.7916666666666665,0.7979120181110442,0.0,0.7948907302979498,0.7913421817343733,0.008427624756862762
3080,0.8039842761010062,0.8000000000000003,0.8064300721510121,0.0,0.8034407202245244,0.7998145915480774,0.008807866428903466
3100,0.8071823572523154,0.8083333333333336,0.8150132738318213,0.0,0.8101471939335703,0.8089579145921802,0.008871654000274232
3120,0.82956892531148,0.8333333333333335,0.8236616231534716,0.0,0.8288280593518638,0.8175578995486259,0.008508560501315321
3140,0.8308348324338732,0.8333333333333335,0.8323751201159628,0.0,0.8321552411410666,0.8259750355948109,0.008752592661384229
3160,0.8307015790525685,0.8333333333333335,0.8411374778090848,0.0,0.8350324047458959,0.8350630848713944,0.008968351274889153
3180,0.8493570524352057,0.8500000000000001,0.8499649831430479,0.0,0.8497507287772911,0.8439117381445892,0.009059490208350562
3200,0.8495569325071625,0.8500000000000001,0.858857636117852,0.0,0.8527823619310577,0.8531820652880955,0.009300432264925773
3220,0.8678792724365382,0.8666666666666667,0.8678154367334973,0.0,0.8674331033735869,0.8625126026744407,0.009113488996794594
3240,0.8788726763941636,0.875,0.8768383849899836,0.0,0.8768842088400495,0.8714090432816847,0.008948944886550958
3260,0.8773402625091613,0.875,0.8859264808873109,0.0,0.8794036716555813,0.8804104924475427,0.008651850662770855
3280,0.8959957358917984,0.8999999999999999,0.895063437515269,0.0,0.8970039581523103,0.8887127446072264,0.00851605005720929
3300,0.9022586448131124,0.8999999999999999,0.9042818286942783,0.0,0.9021648744601745,0.8974425925619612,0.009102366396323835
3320,0.9137184356053036,0.9166666666666665,0.9135490806039186,0.0,0.9146316571484154,0.906917477399874,0.009306406036776516
3340,0.9287094410020654,0.9250000000000003,0.9228814801544,0.0,0.9255182537067815,0.9160554046355143,0.0093584573681747
3360,0.9267106402824973,0.9250000000000003,0.9322953142559325,0.0,0.92799088872594,0.9256343921362234,0.009524025772726541
3380,0.933439936038377,0.9333333333333336,0.9417580090880959,0.0,0.9361674822555826,0.9351034561809674,0.006973733843176455
3400,0.9422346592044774,0.9416666666666664,0.9513021384713107,0.0,0.9450595895874369,0.9395818598225764,0.004746626327762682
3420,0.9522286628023188,0.9499999999999997,0.9609114154953664,0.0,0.9543731125073548,0.9445967088364927,0.004670731356239133
3440,0.9658205076953829,0.9666666666666668,0.9705695532500529,0.0,0.9676807924766726,0.9489233225350546,0.004501229253024985
3460,0.9777466853221403,0.9750000000000001,0.9803091255557908,0.0,0.9776817100762552,0.9535991673425427,0.004502784081195532
3480,0.9872076753947633,0.983333333333333,0.99013013241258,0.0,0.9868881869409881,0.9579288906974457,0.004190526489368018
3500,1.0,1.0,1.0,0.0,1.0,0.9619802203212787,0.004051329623833033
